comment,Comment to English,Emoji to text
Metro rail is one of the most efficient mass transport system in modern cities. It also helps in diminishing pollution apart from reducing consumption of fossil oil. It is a very wise decision to introduce MRT in Dacca & will help in easing road traffic in future.,Metro rail is one of the most efficient mass transport system in modern cities. It also helps in diminishing pollution apart from reducing consumption of fossil oil. It is a very wise decision to introduce MRT in Dacca & will help in easing road traffic in future.,Metro rail is one of the most efficient mass transport system in modern cities. It also helps in diminishing pollution apart from reducing consumption of fossil oil. It is a very wise decision to introduce MRT in Dacca & will help in easing road traffic in future.
Metro Rail Journey is short time. But,Metro Rail Journey is short time. But,Metro Rail Journey is short time. But
METRO RAIL KOYTA THEKE KOYTA PROJONTO,Metro rail koyta theke koyta projonto,Metro rail koyta theke koyta projonto
Metro rail not only for office staff. So,Metro rail not only for office staff. So,Metro rail not only for office staff. So
Metro Rail should open till 10:00 PM and run everyday,Metro Rail should open till 10:00 PM and run everyday,Metro Rail should open till 10:00 PM and run everyday
Metro Rail should open till 10:00 PM and run everyday,Metro Rail should open till 10:00 PM and run everyday,Metro Rail should open till 10:00 PM and run everyday
Metro rel eto bhir loke to kaje time moto pouchote parbe nh😂,Metro R Bhir Loke to Kaje Time Moto Pouchote Parbe nh😂,Metro R Bhir Loke to Kaje Time Moto Pouchote Parbe nhface with tears of joy
Metro station e air-conditioning system thake na only subway metro te thake even sob khanei -_-,Metro Station E Air-Konditioning System Thake Na Only Subway Metro Te Thake Even Sob Khani ---,Metro Station E Air-Konditioning System Thake Na Only Subway Metro Te Thake Even Sob Khani ---
metro te emn line thakle ashole e jader workplace e jawa dorkar tara ar uthbe na,metro te emn line thakle ashole e jader workplace e jawa dorkar tara ar uthbe na,metro te emn line thakle ashole e jader workplace e jawa dorkar tara ar uthbe na
Metro te safor korar jonne station er baire keno opekha korte hoy ?kolkatay direct vitore ese far coin collect korte hoy ..,Metro te safor korar jonne station er baire kene korte korte hoy?,Metro te safor korar jonne station er baire kene korte korte hoy?
Metror front desine ta aktu old designer,Metror front desine ta aktu old designer,Metror front desine ta aktu old designer
Metror nicha bus off kore den,Den Metroor Nicha Bus Off Kore,Den Metroor Nicha Bus Off Kore
Metrorail horn bajachche keno? Traffic ase?,Metrorail Horn Bajachche keno? Traffic ase?,Metrorail Horn Bajachche keno? Traffic ase?
Mike & Gigi you can visit old Panam City (at old capital Sonargaon near Dhaka city). Hope u will enjoy it. It opens after 2:30 pm. Pls check the closing day.,Mike & Gigi you can visit old Panam City (at old capital Sonargaon near Dhaka city). Hope u will enjoy it. It opens after 2:30 pm. Pls check the closing day.,Mike & Gigi you can visit old Panam City (at old capital Sonargaon near Dhaka city). Hope u will enjoy it. It opens after 2:30 pm. Pls check the closing day.
Mike and Gigi most warm welcome to you both in Bangladesh 🇧🇩. Have a great time.🇷🇴,Mike and Gigi most warm welcome to you both in Bangladesh 🇧🇩. Have a great time.🇷🇴,Mike and Gigi most warm welcome to you both in Bangladesh flag: Bangladesh. Have a great time.flag: Romania
Mone hoy bus driver ra train driver hoise ovvase horn marte thake.,Mone hoy bus driver ra train driver hoise ovvase horn marte thake.,Mone hoy bus driver ra train driver hoise ovvase horn marte thake.
Monthly card na hole ei line daranur buganti jabe na. Metro er main goal hocche waiting na kora r somoy bachanu. Bar bar ticket kata lagle tho hobe na.,Monthly card na hole ei line Daranur Buganti Jabe Na. Metro er main goal hocche waiting na kora r somoy baachanu. Bar Bar Ticket Kata Lagle Tho Hobe Na.,Monthly card na hole ei line Daranur Buganti Jabe Na. Metro er main goal hocche waiting na kora r somoy baachanu. Bar Bar Ticket Kata Lagle Tho Hobe Na.
Most welcome Michael and gigi 🖤🖤,Most welcome Michael and gigi 🖤🖤,Most welcome Michael and gigi black heartblack heart
Motijheel theke ekhono start hoy ni..,Motijheel theke ekhono start hoy ni ..,Motijheel theke ekhono start hoy ni ..
Motijheel theke ki train chare ami to  janina vaia ektu blben kon kon jaiga theke chare,Motijheel theke Ki Train Chare ami to Janina Vaia Ektu Blben Kon Jaiga Theke Chare,Motijheel theke Ki Train Chare ami to Janina Vaia Ektu Blben Kon Jaiga Theke Chare
Mr Triple R Army OP,Mr Triple R Army OP,Mr Triple R Army OP
Mr Triple R Army OP,Mr Triple R Army OP,Mr Triple R Army OP
Mr Triple R Army OP,Mr Triple R Army OP,Mr Triple R Army OP
Mr Triple R Army OP,Mr Triple R Army OP,Mr Triple R Army OP
Mr.triple R,Mr.triple R,Mr.triple R
MRT Best review Video apnar theke pabo bolei opekkay chilam. Thanks TRT & Kibria vai,Mrt Best Review Video Apnar Theke Pabo bolei Opekkay Chilam. Thanks TRT & Kibria vai,Mrt Best Review Video Apnar Theke Pabo bolei Opekkay Chilam. Thanks TRT & Kibria vai
MRT line 5 er kaj dekhan,Mrt line 5 er kaj dekhan,Mrt line 5 er kaj dekhan
MRT আরও কয়েকটি লাইন খুললে (৪ বা ৫) ঢাকার নাগরিকরা আরামদায়ক ভ্রমণ এবং সময় বাঁচানোর সম্পূর্ণ সুবিধা পাবেন।,When MRT opens a few more lines (1 or 5) the citizens of Dhaka will get the full benefits of comfortable travel and time to save time.,When MRT opens a few more lines (1 or 5) the citizens of Dhaka will get the full benefits of comfortable travel and time to save time.
MRT-1 গাজীপুর পর্যন্ত বাড়ালে ভালো হতো।,It would have been better if MRT-1 was up to Gazipur.,It would have been better if MRT-1 was up to Gazipur.
MRT-2 & MRT-4 সম্পর্কে বিস্তারিত ভিডিও চাই।,Want a detailed video about MRT-2 & MRT-4.,Want a detailed video about MRT-2 & MRT-4.
MRT-2 Metrorail may come from Polton(beside Secretaryet,MRT-2 Metrorail may come from Polton(beside Secretaryet,MRT-2 Metrorail may come from Polton(beside Secretaryet
Mubarak BANGLADESH 😃😃😃👌👌👍👍 From BHARAT 🇮🇳🇮🇳👍👍🇧🇩🇧🇩,Mubarak Bangladesh 😃😃😃★ from Bharat 🇮🇳🇮🇳pose,Mubarak Bangladesh grinning face with big eyesgrinning face with big eyesgrinning face with big eyes★ from Bharat flag: Indiaflag: Indiapose
Much love❤️,Much love❤️,Much lovered heart
Murirtin' situation is available here?,Murirtin' situation is available here?,Murirtin' situation is available here?
my best sis & my best bro you both are looking awesome thank you for your huge respect against cpec friendship countries lot of love from your best bro viki 💙,my best sis & my best bro you both are looking awesome thank you for your huge respect against cpec friendship countries lot of love from your best bro viki 💙,my best sis & my best bro you both are looking awesome thank you for your huge respect against cpec friendship countries lot of love from your best bro viki blue heart
Na pepaise don bape pute keton,Na pepaise don baape pute keton,Na pepaise don baape pute keton
News 😮,News 😮,News face with open mouth
Nice,Nice,Nice
Nice,Nice,Nice
Nice,Nice,Nice
Nice 😢🎉🎉🎉🎉🎉,Nice 😢🎉🎉🎉🎉🎉,Nice crying faceparty popperparty popperparty popperparty popperparty popper
Nice couple with a nice journey.,Nice couple with a nice journey.,Nice couple with a nice journey.
Nice good video,Nice good video,Nice good video
Nice presentation. Thank you.,Nice presentation. Thank you.,Nice presentation. Thank you.
Nice prio pm sheikh hasina,Nice prio pm sheikh hasina,Nice prio pm sheikh hasina
Nice to see the video. Thanks a lot for your efforts to present us the updated news on the Metro Rail.,Nice to see the video. Thanks a lot for your efforts to present us the updated news on the Metro Rail.,Nice to see the video. Thanks a lot for your efforts to present us the updated news on the Metro Rail.
Nice to see you Again back in Bangladesh. You guys are amazing! thank you for showing us Metro train through ur eyes. Love from #mrandmrssarkeruk,Nice to see you Again back in Bangladesh. You guys are amazing! thank you for showing us Metro train through ur eyes. Love from #mrandmrssarkeruk,Nice to see you Again back in Bangladesh. You guys are amazing! thank you for showing us Metro train through ur eyes. Love from #mrandmrssarkeruk
Nice to see you again in Bangladesh,Nice to see you again in Bangladesh,Nice to see you again in Bangladesh
Nice video. Can you enter this metro from the airport? Does it have a route map,Nice video. Can you enter this metro from the airport? Does it have a route map,Nice video. Can you enter this metro from the airport? Does it have a route map
Nice video. Can you enter this metro from the airport? Does it have a route map,Nice video. Can you enter this metro from the airport? Does it have a route map,Nice video. Can you enter this metro from the airport? Does it have a route map
Nice❤,Nice❤,Nicered heart
Nijeder sompod dekhy rakhar daitto amader .tai kew rules break korben na  evaby  aobai nijer kaj thik vaby korly proud feel hoi,Nijeder sompod dekhy rakhar daitto amader .tai kew raules break korben na evaby aobai nijer kaj thik vaby korly proud feel hoi,Nijeder sompod dekhy rakhar daitto amader .tai kew raules break korben na evaby aobai nijer kaj thik vaby korly proud feel hoi
Now i pray that the Bangladeshi citizens use it responsibly 🙏,Now i pray that the Bangladeshi citizens use it responsibly 🙏,Now i pray that the Bangladeshi citizens use it responsibly folded hands
Off ta Friday te nh dilei vlo hoito mybe karon ei ekta din e office college off thake shobai ghurar plan kore,Off ta friday te nh dilei vlo hoito mybe karon ei ei ekta din e office off off thake shobai ghurr plan kore,Off ta friday te nh dilei vlo hoito mybe karon ei ei ekta din e office off off thake shobai ghurr plan kore
