comment,Comment to English,Emoji to text,prediction,max_sentiment_label,max_sentiment_value
Old Dhaka city to rebuild as modern city. Presently maximum houses are going below the road level all rain water is going down to houses and that is unhealthy environment as to leave the houses for inhabitants.,Old Dhaka city to rebuild as modern city. Presently maximum houses are going below the road level all rain water is going down to houses and that is unhealthy environment as to leave the houses for inhabitants.,Old Dhaka city to rebuild as modern city. Presently maximum houses are going below the road level all rain water is going down to houses and that is unhealthy environment as to leave the houses for inhabitants.,"{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.5574}",neu,0.884
One good thing I noticed that people are not shabby like the passengers of Indian railway.,One good thing I noticed that people are not shabby like the passengers of Indian railway.,One good thing I noticed that people are not shabby like the passengers of Indian railway.,"{'neg': 0.111, 'neu': 0.736, 'pos': 0.153, 'compound': 0.1999}",neu,0.736
Ooo vai Friday off ka....😡😡😡,Ooo dia friday off .... 😡😡😡,Ooo dia friday off .... pouting facepouting facepouting face,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Other Subway underground metro line construction started in Dhaka in early of this month... Thanks to visit us .. ❤,Other Subway underground metro line construction started in Dhaka in early of this month... Thanks to visit us .. ❤,Other Subway underground metro line construction started in Dhaka in early of this month... Thanks to visit us .. red heart,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.7964}",compound,0.7964
Our Mujibur dad satellite will show to the world.this metro rail  from sky.make Day tour. Dhaka to Chandpur sader gat return ferry service,Our Mujibur dad satellite will show to the world.this metro rail  from sky.make Day tour. Dhaka to Chandpur sader gat return ferry service,Our Mujibur dad satellite will show to the world.this metro rail  from sky.make Day tour. Dhaka to Chandpur sader gat return ferry service,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Outstanding 🤘,Outstanding 🤘,Outstanding sign of the horns,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.6124}",compound,0.6124
Over hyped,Over hyped,Over hyped,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Owsum,Owsum,Owsum,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
PATENGA  SEA-BEACH  🇧🇩,Take a Sea-Beach 🇧🇩,Take a Sea-Beach flag: Bangladesh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
PATENGA SEA-BEACH  🇧🇩,Take a Sea-Beach 🇧🇩,Take a Sea-Beach flag: Bangladesh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
per hear 60 😱😱😱 kolkata e max bhara 25 taka,per hear 60 😱😱😱 kolkata e max bhara 25 taka,per hear 60 face screaming in fearface screaming in fearface screaming in fear kolkata e max bhara 25 taka,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.875}",neu,0.577
Pinned by Dodo Explorers,Pinned by Dodo Explorers,Pinned by Dodo Explorers,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Pinned by The BongXplorer,Pinned by The BongXplorer,Pinned by The BongXplorer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Pinned by Tonoy Let's go,Pinned by Tonoy Let's go,Pinned by Tonoy Let's go,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Pinned by Tourist Road Track,Pinned by Tourist Road Track,Pinned by Tourist Road Track,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
PLATFORM MAJHE HOLE COST KOM HOTO KARON DUDIKE DUTOR BODOLE EKTA SHIRI/ESCALATOR HOTO. SECURITY R PASSENGER AMENITIES DOUBLE KORTE HOLO. KEU ZODI BHUL PLATFORME ASE TAKE KOSHTOKORE ONNO PLATFORM ZETE HOBE. OSHONKHO OBHINONDON BD. NIZEDER DHOROHOR BANCHIYE RAKHOON.,Platform Majhe hole cost kom hoto karon dudike dutor bodole ekta shiri/escalator hoto. Security r Passenger Amenities Double Korte Holo. Keu zodi bhul platform Oshonkho obhinondon bd. Nizeder dhorohor banchiye rakhoon.,Platform Majhe hole cost kom hoto karon dudike dutor bodole ekta shiri/escalator hoto. Security r Passenger Amenities Double Korte Holo. Keu zodi bhul platform Oshonkho obhinondon bd. Nizeder dhorohor banchiye rakhoon.,"{'neg': 0.0, 'neu': 0.926, 'pos': 0.074, 'compound': 0.34}",neu,0.926
Please change colour of this metro like blue,Please change colour of this metro like blue,Please change colour of this metro like blue,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.5859}",compound,0.5859
Please come to Fiji. You will love it here too.,Please come to Fiji. You will love it here too.,Please come to Fiji. You will love it here too.,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.7579}",compound,0.7579
Please maintain cleanliness.,Please maintain cleanliness.,Please maintain cleanliness.,"{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.3182}",pos,0.535
Please make it fast,Please make it fast,Please make it fast,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}",neu,0.566
please report it to the highest authority of the MRT line. I'm sure they are not aware of this. Station manager is working with this syndicate for extra commission. this needs to be investigated and responsible culprits must be punished severely...dear journalist brother,please report it to the highest authority of the MRT line. I'm sure they are not aware of this. Station manager is working with this syndicate for extra commission. this needs to be investigated and responsible culprits must be punished severely...dear journalist brother,please report it to the highest authority of the MRT line. I'm sure they are not aware of this. Station manager is working with this syndicate for extra commission. this needs to be investigated and responsible culprits must be punished severely...dear journalist brother,"{'neg': 0.061, 'neu': 0.772, 'pos': 0.167, 'compound': 0.4939}",neu,0.772
Please take immediate action it is serious issue,Please take immediate action it is serious issue,Please take immediate action it is serious issue,"{'neg': 0.135, 'neu': 0.625, 'pos': 0.24, 'compound': 0.25}",neu,0.625
Prime minister sheikh hasina,Prime minister sheikh hasina,Prime minister sheikh hasina,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Prothom Metro🤭,Prothom metro🤭,Prothom metroface with hand over mouth,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4939}",neu,0.61
Proud of Bangladesh❤️,Proud of Bangladesh❤️,Proud of Bangladeshred heart,"{'neg': 0.0, 'neu': 0.215, 'pos': 0.785, 'compound': 0.8074}",compound,0.8074
Proud to be a Bangladeshi ❤️,Proud to be a Bangladeshi ❤️,Proud to be a Bangladeshi red heart,"{'neg': 0.0, 'neu': 0.407, 'pos': 0.593, 'compound': 0.8074}",compound,0.8074
Proud to be Bangladesh 💖🇧🇩thank our prime minister shek hasina💖,Proud to be Bangladesh 💖🇧🇩thank our prime minister shek hasina💖,Proud to be Bangladesh sparkling heartflag: Bangladeshthank our prime minister shek hasinasparkling heart,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.8591}",compound,0.8591
Purbachal smart city er update dan,Purbachal Smart City Er Update and,Purbachal Smart City Er Update and,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}",neu,0.649
Purbanchol Route—11km.,Purbanchol Route-11km.,Purbanchol Route-11km.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Putki diye ac diye den,From Putki to AC,From Putki to AC,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Raid BD,Raid BD,Raid BD,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Really nice to see you both again in Dhaka.  Bangladesh❤Bangladesh is very beautiful country,Really nice to see you both again in Dhaka.  Bangladesh❤Bangladesh is very beautiful country,Really nice to see you both again in Dhaka.  Bangladeshred heartBangladesh is very beautiful country,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.8067}",compound,0.8067
Respect  Dada 🙏,Respect  Dada 🙏,Respect  Dada folded hands,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.4767}",pos,0.508
Right 👍,Right 👍,Right thumbs up,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Sabas Bangladesh,Sabas bangladesh,Sabas bangladesh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Salut Manoniyo prodhanmontri. Bangladesh er bismoy.,Salut Manoniyo Prodhanmontri. Bangladesh er bismoy.,Salut Manoniyo Prodhanmontri. Bangladesh er bismoy.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Saturday's off  rakhle valo hoto,Saturday's Off Rakhle Valo Hoto,Saturday's Off Rakhle Valo Hoto,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Say massallah,Say Massallah,Say Massallah,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Sayedabaad theke ki mirpur 1 jaoa jabe kivabe,Sayedabaad theke ki mirpur 1 jaoa jabe kivabe,Sayedabaad theke ki mirpur 1 jaoa jabe kivabe,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Sayedabad ar mohakhali terminal o bher kore deoa dorkar,Sayedabad Ar Mohakhali Terminal O Bher Kore Deoa Dorkar,Sayedabad Ar Mohakhali Terminal O Bher Kore Deoa Dorkar,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Selamat untuk Bangladesh 👍 from 🇮🇩,Congratulations to Bangladesh 👍 From 🇮🇩,Congratulations to Bangladesh thumbs up From flag: Indonesia,"{'neg': 0.0, 'neu': 0.642, 'pos': 0.358, 'compound': 0.5994}",neu,0.642
selamat untuk bangladesh akhirnya menyusul juga mempunyai mrt semoga ekonomi meningkat dan sejahtera 😊,Congratulations to Bangladesh Finally follow also MRT Hope the Economy Improvement and Peace 😊,Congratulations to Bangladesh Finally follow also MRT Hope the Economy Improvement and Peace smiling face with smiling eyes,"{'neg': 0.0, 'neu': 0.383, 'pos': 0.617, 'compound': 0.9601}",compound,0.9601
Shahbag include kora dorkar silo,Shahbag include kora dorkar silo,Shahbag include kora dorkar silo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Shahbag station khula uchit first er dikei onek boyoshko rugi okhane hospital e jete parbe at least 7 am theke start korleo valo,Shahbag Station Khula Uchit first er dikei onek boyoshko Rugi okhane hospital e jet parbe at least 7 am theke start korleo valo,Shahbag Station Khula Uchit first er dikei onek boyoshko Rugi okhane hospital e jet parbe at least 7 am theke start korleo valo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Shangbadik chillay kn 😂,Shangbadik chillay kn 😂,Shangbadik chillay kn face with tears of joy,"{'neg': 0.162, 'neu': 0.513, 'pos': 0.325, 'compound': 0.4404}",neu,0.513
Sheikh Hasina sorkar bar bar dorkar💖💝💝,Sheikh hasina sorkar bar bar dorkar💖💝💝,Sheikh hasina sorkar bar bar dorkarsparkling heartheart with ribbonheart with ribbon,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Shewrapara theke mirpur 6 jan. Dekhen jam komse ki na,Shewrapara Theke Mirpur 6 Jan. Dekhen jam komse ki na,Shewrapara Theke Mirpur 6 Jan. Dekhen jam komse ki na,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Shob unnoyon north dhaka ay ar dhaka  south er bashinda ra mongol grohe thake .. amader gulisthan to dholaikhal to sodorghat er je behal obostha dekhar ki keu nai .. ekta fly over kore dile ai route e koto valo hoi,Shob unnoyon north dhaka ay ar dhaka s south e mongol grohe thake.,Shob unnoyon north dhaka ay ar dhaka s south e mongol grohe thake.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
shopno Bahon 🤣,Shopno bahon 🤣,Shopno bahon rolling on the floor laughing,"{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.4939}",neu,0.652
Shundor video,Shundor video,Shundor video,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
slow. The metro rail line should be extended to Shahbag immediately for the benefits of Citizens of Mirpur & Uttara.,slow. The metro rail line should be extended to Shahbag immediately for the benefits of Citizens of Mirpur & Uttara.,slow. The metro rail line should be extended to Shahbag immediately for the benefits of Citizens of Mirpur & Uttara.,"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.3818}",neu,0.88
Smart  Bangladesh 🇧🇩🇧🇩🇧🇩,Smart  Bangladesh 🇧🇩🇧🇩🇧🇩,Smart  Bangladesh flag: Bangladeshflag: Bangladeshflag: Bangladesh,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}",neu,0.649
So cute❤,So cute❤,So cutered heart,"{'neg': 0.0, 'neu': 0.309, 'pos': 0.691, 'compound': 0.6682}",pos,0.691
So good to see Bangladesh make so much progress. Love from India,So good to see Bangladesh make so much progress. Love from India,So good to see Bangladesh make so much progress. Love from India,"{'neg': 0.0, 'neu': 0.456, 'pos': 0.544, 'compound': 0.8942}",compound,0.8942
So nice Bangladesh ❤❤❤,So nice Bangladesh ❤❤❤,So nice Bangladesh red heartred heartred heart,"{'neg': 0.0, 'neu': 0.407, 'pos': 0.593, 'compound': 0.807}",compound,0.807
Sob gula metro hoye gele Dhaka hobe sundor 😊 valo lager sohor.Allah sothik babe kaj ses korer toufiq diyen jno jati ata thake subida pai.,Sob Gula Metro Hoye Gele Dhaka Hobe Sundor 😊 Valo Lager Sohor.allah Sothik Babe Kaj Korer Toufiq Jno Jati Ata Thake Subida Pai.,Sob Gula Metro Hoye Gele Dhaka Hobe Sundor smiling face with smiling eyes Valo Lager Sohor.allah Sothik Babe Kaj Korer Toufiq Jno Jati Ata Thake Subida Pai.,"{'neg': 0.062, 'neu': 0.75, 'pos': 0.188, 'compound': 0.6124}",neu,0.75
Sob kiso dhakay na kore dhakar bahire o koren..... Dhakar din din robotic city te porinoto hosse,Sob kiso dhakay na kore dhakar bahire o koren ..... dhakar din din robotic city te porinoto hossse,Sob kiso dhakay na kore dhakar bahire o koren ..... dhakar din din robotic city te porinoto hossse,"{'neg': 0.105, 'neu': 0.895, 'pos': 0.0, 'compound': -0.25}",neu,0.895
Sobar lage 10 minutes something amar o laglo tai apnar lage 14 mia apni asolei kufa j bus a coren oita o late koira sob time a destination a jay😂😂,Sobar lage 10 minutes something amar o laglo tai apnar lage 14 mia apni asolei kufa j bus a coren oita o lat koira sob time a destination a jay😂😂.,Sobar lage 10 minutes something amar o laglo tai apnar lage 14 mia apni asolei kufa j bus a coren oita o lat koira sob time a destination a jayface with tears of joyface with tears of joy.,"{'neg': 0.179, 'neu': 0.737, 'pos': 0.085, 'compound': -0.296}",neu,0.737
Sobi thik ache but tikit kata niea dirgo line a porte hoi.,Sobi thik ache but tikit kata niea dirgo line a porte hoi.,Sobi thik ache but tikit kata niea dirgo line a porte hoi.,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.2023}",neu,0.859
Somalia hoye jabe,Somalia hoye jabe,Somalia hoye jabe,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Special thanks to government make for the rich project and request to passenger always keep clean and follow discipline,Special thanks to government make for the rich project and request to passenger always keep clean and follow discipline,Special thanks to government make for the rich project and request to passenger always keep clean and follow discipline,"{'neg': 0.0, 'neu': 0.558, 'pos': 0.442, 'compound': 0.8979}",compound,0.8979
Speed Koto kilometers per hour?,Speed Koto kilometers per hour?,Speed Koto kilometers per hour?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
station and train will soon become dirty with rubbish Metro will need to educate people about keeping train and station clean and fine people who litter.  I hope that they pay the station cleaners good wages. They should fly them to Dubai metro to show standard of cleaning,station and train will soon become dirty with rubbish Metro will need to educate people about keeping train and station clean and fine people who litter.  I hope that they pay the station cleaners good wages. They should fly them to Dubai metro to show standard of cleaning,station and train will soon become dirty with rubbish Metro will need to educate people about keeping train and station clean and fine people who litter.  I hope that they pay the station cleaners good wages. They should fly them to Dubai metro to show standard of cleaning,"{'neg': 0.076, 'neu': 0.742, 'pos': 0.182, 'compound': 0.7184}",neu,0.742
Station barbe Kobe,Kobe Barbe Station,Kobe Barbe Station,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Station Manager খুব ভালো জানে ও জড়িত 😊,Station Manager knows very well and involved.,Station Manager knows very well and involved.,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.3384}",neu,0.715
Stay happy and enjoy a lot ❤️. Watching from Dhaka Banasree 🇧🇩💚,Stay happy and enjoy a lot ❤️. Watching from Dhaka Banasree 🇧🇩💚,Stay happy and enjoy a lot red heart. Watching from Dhaka Banasree flag: Bangladeshgreen heart,"{'neg': 0.0, 'neu': 0.418, 'pos': 0.582, 'compound': 0.946}",compound,0.946
Staying in Canada,Staying in Canada,Staying in Canada,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Student pase chai,Student PASE Chai,Student PASE Chai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Subhan Allah alhamdullillah.,Subhan Allah Alhamdullillah.,Subhan Allah Alhamdullillah.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Subways network is,Subways network is,Subways network is,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
